Date, Lights Per Day, PD
3/27/2011,3,0
1/18/2015,3,0
12/22/2013,42,5
1/14/2016,283,6
1/7/2011,175,8
10/25/2012,54,14
6/17/2013,18,7
7/9/2016,1,31
10/10/2005,1,4
6/8/2015,121,15
12/31/2015,90,25
6/24/2004,1,4
8/5/2015,139,5
8/4/2016,148,18
7/16/2017,1,nan
1/21/2012,153,17
9/12/2012,244,4
12/24/2013,111,8
5/25/2016,47,24
12/27/2016,54,19
12/6/2011,102,18
10/11/2011,83,19
4/28/2017,111,11
1/25/2016,102,11
8/12/2012,79,16
3/2/2016,1,nan
7/8/2010,1,1
7/18/2012,1,0
3/21/2013,1,nan
4/9/2012,35,6
11/26/2011,97,9
8/21/2015,161,15
11/20/2015,8,0
9/5/2014,185,11
11/1/2015,203,17
12/30/2012,13,14
11/19/2013,45,25
4/25/2011,161,11
3/7/2012,62,7
4/18/2015,160,7
7/17/2010,1,4
10/21/2011,63,1
8/30/2011,103,24
5/12/2016,85,15
11/6/2014,20,20
12/17/2012,27,22
10/3/2012,1,nan
2/6/2011,56,17
4/23/2016,39,1
9/20/2013,121,4
7/23/2017,99,17
4/22/2013,19,24
7/20/2015,165,10
12/11/2011,159,11
10/15/2013,95,12
1/1/2012,172,17
1/18/2011,2,31
6/8/2015,18,24
5/26/2014,132,4
1/24/2013,35,4
7/25/2013,11,20
11/12/2012,16,12
8/24/2013,31,10
8/26/2014,137,12
1/16/2013,2,13
7/15/2010,1,5
12/16/2014,3,31
6/10/2016,220,3
12/11/2015,168,7
8/22/2011,182,9
6/9/2017,76,16
3/10/2011,67,5
2/15/2012,41,10
3/28/2013,4,1
2/24/2016,1,nan
6/28/2012,81,6
5/16/2013,4,2
8/22/2013,29,10
1/26/2009,1,4
3/15/2015,81,10
7/7/2013,19,3
2/22/2017,137,14
11/24/2011,74,20
9/12/2015,52,19
11/10/2016,1,nan
4/27/2012,34,4
9/4/2016,1,nan
5/7/2011,88,25
9/25/2017,173,6
1/23/2012,53,19
6/19/2016,65,2
5/29/2014,99,11
1/18/2016,465,8
11/12/2010,66,4
4/9/2013,9,14
2/25/2005,1,4
8/11/2016,1,nan
6/16/2015,205,15
1/26/2011,20,3
2/26/2011,142,25
6/3/2013,1,13
7/1/2012,1,23
1/16/2015,46,1
7/3/2014,18,1
1/20/2011,36,12
5/7/2014,1,nan
1/30/2011,35,7
4/12/2012,109,25
5/7/2017,117,14
10/3/2013,20,14
6/26/2017,121,4
3/22/2015,97,9
3/12/2016,6,0
4/10/2014,59,12
11/27/2016,1,nan
10/31/2011,59,21
4/14/2011,119,11
1/23/2013,14,11
7/10/2015,263,6
9/22/2015,378,4
5/24/2016,44,20
3/2/2017,197,10
9/23/2015,154,15
4/6/2011,176,25
7/12/2017,77,14
1/26/2013,16,6
6/24/2010,1,4
3/7/2011,30,1
2/8/2015,138,22
8/4/2017,115,7
6/25/2014,32,19
8/3/2008,1,4
12/22/2013,79,4
9/19/2011,478,16
8/14/2012,27,24
6/24/2017,50,2
5/14/2012,17,7
6/10/2014,65,25
7/9/2013,31,16
2/3/2005,1,4
7/4/2014,225,22
11/9/2014,3,31
11/4/2015,436,16
11/7/2015,26,20
4/22/2016,184,16
9/13/2012,137,11
6/26/2017,417,8
1/28/2011,5,2
3/9/2017,1,nan
12/10/2012,26,12
12/29/2013,119,8
10/4/2015,486,22
11/23/2015,4,31
5/5/2016,47,1
10/18/2013,33,14
1/18/2012,141,12
7/6/2016,439,8
9/25/2012,48,10
1/1/2015,3,31
6/25/2015,1,nan
11/17/2010,41,14
9/7/2010,1,4
2/4/2016,1,nan
5/29/2006,1,4
11/25/2015,137,17
5/10/2015,8,24
12/31/2014,77,15
10/24/2012,64,25
5/2/2015,125,10
8/26/2011,110,19
6/11/2016,137,15
5/1/2011,234,4
8/31/2014,27,1
10/4/2012,44,10
4/18/2016,101,5
1/24/2011,36,24
1/12/2017,222,7
4/3/2014,57,3
1/7/2015,171,6
5/10/2016,65,18
2/12/2013,6,20
7/27/2016,2,31
2/25/2013,62,25
12/17/2015,1,nan
7/12/2012,50,15
8/20/2016,1,nan
11/20/2015,6,31
7/11/2012,44,14
8/27/2014,24,20
8/7/2016,568,22
1/19/2016,151,7
7/4/2012,31,10
6/29/2015,72,17
9/28/2011,254,25
6/12/2015,307,8
11/9/2010,4,21
10/19/2016,354,9
3/28/2011,133,17
2/27/2011,78,9
7/3/2017,1,nan
9/30/2011,125,15
8/15/2015,366,22
4/8/2015,225,8
5/11/2012,17,12
5/29/2012,80,8
8/19/2013,54,11
7/24/2015,72,18
1/24/2012,28,21
6/1/2015,91,14
5/12/2017,69,11
6/19/2016,52,19
7/16/2010,1,5
1/20/2014,15,15
2/4/2016,195,16
8/16/2012,175,22
8/22/2016,253,12
8/5/2017,1,nan
10/18/2010,6,14
5/12/2012,13,12
12/7/2016,160,11
2/28/2012,82,15
12/30/2014,1,nan
12/12/2011,160,11
2/1/2013,8,9
8/4/2013,58,11
4/2/2017,146,25
2/7/2013,10,17
7/28/2016,1,nan
3/29/2016,1,nan
7/6/2010,1,1
1/21/2013,8,18
4/14/2017,82,18
12/11/2016,193,3
9/1/2011,81,12
4/5/2011,224,4
2/12/2014,16,24
11/19/2012,41,15
11/3/2011,193,17
8/30/2013,28,2
4/7/2011,41,13
8/6/2010,1,17
9/3/2012,47,9
3/28/2013,16,3
12/25/2013,17,11
12/21/2012,12,7
8/23/2012,39,18
9/27/2016,222,14
8/13/2017,238,22
6/15/2013,16,17
4/17/2016,60,17
3/12/2016,73,2
12/26/2015,1,nan
8/11/2013,1,nan
7/18/2013,50,6
1/22/2012,21,21
12/22/2013,86,6
6/8/2013,34,5
9/17/2015,1,nan
3/30/2017,56,19
4/19/2012,34,4
11/21/2011,122,15
6/16/2013,16,22
3/18/2016,1,nan
9/18/2012,81,15
5/14/2017,24,19
7/16/2011,43,3
10/19/2014,72,18
4/21/2017,137,11
3/20/2012,26,1
12/29/2014,77,2
1/1/2014,25,17
4/3/2017,106,5
10/23/2016,142,16
9/27/2017,25,24
11/6/2011,44,2
10/10/2016,215,6
1/5/2012,148,5
10/10/2011,84,13
11/2/2013,54,7
6/7/2016,171,7
2/2/2011,98,11
4/26/2011,44,13
12/9/2014,62,2
9/30/2010,3,17
4/24/2012,56,11
11/20/2015,1,nan
10/27/2011,501,16
12/13/2015,277,12
7/23/2011,51,20
2/8/2017,180,4
10/16/2015,103,18
8/14/2014,128,9
8/21/2012,1,0
3/5/2016,1,nan
10/14/2014,1,nan
9/14/2014,96,14
10/29/2015,1,nan
9/14/2015,494,22
8/23/2011,123,17
11/24/2012,12,12
5/31/2012,31,5
10/1/2016,1,nan
8/19/2015,76,19
2/28/2016,47,1
8/29/2011,96,3
7/17/2011,2,0
7/6/2016,82,17
11/30/2012,21,25
2/12/2013,53,8
7/6/2011,2,0
9/28/2015,1,nan
3/5/2015,8,20
3/28/2014,75,16
8/25/2015,194,12
12/30/2016,189,10
12/18/2010,101,6
2/15/2006,1,4
1/2/2014,45,5
2/14/2016,131,12
7/25/2013,29,10
7/23/2014,144,12
2/2/2017,208,9
8/14/2015,2,31
6/21/2014,2,0
6/8/2012,20,9
9/29/2010,1,25
9/18/2016,1,nan
7/5/2017,475,8
6/25/2015,29,19
1/27/2015,76,14
7/26/2015,150,12
5/31/2013,1,13
4/20/2014,66,9
10/5/2008,1,4
1/13/2012,38,21
9/28/2013,124,22
12/24/2010,14,24
7/11/2014,27,14
10/20/2014,9,0
10/15/2011,295,25
7/4/2016,108,11
1/15/2015,47,1
3/26/2013,35,8
1/19/2014,136,8
1/14/2015,173,6
12/12/2016,95,15
4/14/2016,2,31
10/2/2011,220,6
3/12/2015,10,24
10/27/2006,1,4
3/4/2017,85,16
7/17/2016,405,4
4/13/2012,15,24
9/15/2006,1,4
5/19/2013,12,15
8/13/2015,106,19
11/30/2014,61,14
11/7/2013,26,15
5/21/2015,146,5
5/26/2012,18,7
5/5/2012,16,12
1/5/2017,151,14
5/18/2014,94,5
10/23/2010,2,12
10/19/2010,17,7
7/15/2015,52,1
11/11/2008,1,4
9/17/2010,1,25
5/29/2016,87,15
7/11/2006,1,4
8/4/2012,49,15
4/6/2011,99,14
11/18/2013,46,3
10/11/2013,24,15
3/31/2016,7,0
2/20/2017,21,20
4/22/2014,348,8
5/27/2014,26,18
4/24/2017,496,8
10/11/2016,167,2
2/9/2006,1,4
2/21/2015,141,7
2/13/2014,80,9
1/30/2016,3,0
6/23/2004,1,4
3/13/2016,1,nan
8/28/2013,90,22
9/14/2012,129,8
6/24/2010,1,17
8/16/2011,390,8
6/15/2015,383,4
9/21/2012,109,22
12/5/2016,182,6
2/28/2013,8,2
1/2/2016,2,31
5/2/2013,25,11
1/30/2012,26,20
12/3/2016,211,14
7/27/2012,50,3
2/22/2016,7,0
3/14/2016,27,20
5/13/2012,6,3
12/11/2010,15,12
6/28/2017,143,25
2/10/2013,1,15
2/23/2009,1,4
2/15/2013,20,20
12/31/2015,1,nan
11/23/2014,237,4
2/21/2013,12,24
8/22/2013,28,3
8/10/2017,164,4
5/6/2015,15,24
1/7/2017,1,nan
12/5/2014,35,20
10/15/2005,1,4
1/22/2013,23,12
1/14/2011,74,19
6/30/2015,203,7
3/25/2011,195,22
8/21/2017,1,nan
4/6/2015,47,18
2/28/2017,1,nan
3/18/2012,71,8
3/16/2017,1,nan
5/16/2011,43,23
2/10/2017,219,12
5/29/2011,120,11
6/22/2016,7,0
2/25/2012,81,7
10/28/2013,47,10
4/3/2016,11,24
9/2/2013,28,9
1/15/2013,1,0
11/27/2016,188,6
1/6/2011,10,2
11/17/2015,8,0
1/13/2016,50,1
6/7/2016,142,14
5/7/2017,1,nan
4/13/2014,19,17
4/9/2013,1,nan
6/28/2017,43,18
5/25/2012,10,20
5/30/2012,8,20
4/7/2015,114,5
11/29/2010,16,17
6/5/2016,75,17
2/21/2012,75,14
10/13/2015,170,17
12/9/2013,56,5
12/14/2016,1,nan
12/2/2011,213,5
1/4/2016,2,31
3/12/2012,22,20
1/20/2017,200,6
9/16/2004,1,4
3/6/2014,49,2
4/20/2015,99,15
10/21/2014,209,25
6/30/2014,450,8
5/30/2014,47,15
6/25/2017,23,24
4/9/2016,251,6
7/2/2014,257,6
6/20/2015,166,9
10/4/2010,6,5
3/26/2016,1,nan
12/3/2010,11,24
11/8/2014,159,11
3/13/2016,1,nan
11/7/2012,25,13
10/6/2010,1,14
3/31/2017,140,11
9/2/2016,188,5
9/18/2015,491,22
12/24/2014,10,0
9/8/2012,29,18
4/22/2014,1,nan
5/5/2017,66,16
11/11/2012,22,19
3/16/2015,185,16
3/23/2011,35,21
11/28/2015,260,6
10/20/2016,158,5
8/20/2010,1,1
7/8/2011,158,9
5/15/2016,244,3
2/9/2013,13,3
6/12/2017,1,nan
7/5/2013,19,3
10/28/2012,24,16
8/21/2016,101,19
1/15/2017,31,24
9/6/2013,98,22
6/10/2015,172,3
9/18/2013,47,17
3/6/2015,36,19
7/11/2013,12,1
11/20/2010,32,18
3/29/2011,202,22
8/24/2014,166,3
7/13/2008,1,4
2/5/2016,60,2
12/6/2011,104,13
7/5/2017,1,nan
4/22/2016,106,5
8/12/2012,79,11
2/27/2016,79,17
7/24/2012,2,0
10/13/2014,141,9
10/29/2016,14,20
5/7/2012,29,17
4/8/2013,15,5
7/26/2017,129,5
9/5/2014,305,16
1/6/2016,107,15
4/9/2015,99,11
5/22/2017,1,nan
11/19/2013,71,6
7/29/2013,21,2
3/19/2016,20,20
3/12/2013,45,16
11/24/2010,22,13
5/10/2012,6,2
6/15/2012,67,4
4/8/2014,59,16
7/17/2014,45,14
2/10/2012,143,11
6/23/2011,142,25
5/20/2015,144,16
12/11/2011,368,16
7/3/2013,11,24
10/15/2013,55,17
3/29/2017,161,25
5/31/2015,123,12
1/18/2011,2,0
6/8/2011,75,5
2/19/2012,109,6
8/2/2010,1,4
2/12/2013,23,25
2/24/2016,188,10
6/4/2017,35,20
12/13/2013,85,9
11/17/2011,122,9
8/23/2015,3,31
6/3/2005,1,4
3/20/2014,189,4
6/23/2014,16,1
9/16/2012,32,7
1/5/2014,53,7
3/10/2016,130,25
11/8/2016,1,nan
8/4/2016,186,2
5/9/2017,80,12
10/2/2015,1,nan
4/2/2014,21,14
1/31/2014,28,11
3/22/2016,101,11
9/24/2015,135,2
6/16/2011,62,13
11/14/2014,108,12
11/22/2011,368,4
11/25/2010,8,12
9/4/2012,135,6
6/2/2013,13,25
12/8/2016,268,7
1/31/2011,17,23
10/4/2013,30,15
8/21/2017,75,17
5/7/2011,11,2
1/20/2017,1,nan
1/23/2012,138,14
5/8/2016,1,nan
8/30/2010,1,5
7/1/2016,32,24
9/30/2017,73,19
8/10/2011,58,12
12/29/2010,39,13
9/12/2014,34,20
10/30/2015,1,nan
1/2/2012,76,13
12/7/2010,58,7
3/28/2016,1,nan
9/8/2016,3,31
4/22/2017,35,17
8/22/2015,1,nan
1/19/2012,189,17
11/5/2010,10,13
12/21/2015,1,nan
1/2/2011,128,6
3/7/2016,1,nan
4/2/2017,177,9
3/1/2012,1,31
6/15/2011,3,0
6/2/2014,178,22
4/12/2012,39,6
7/11/2014,1,nan
11/6/2015,420,22
8/18/2005,1,4
7/8/2011,379,16
4/24/2013,10,18
1/11/2016,617,8
5/17/2012,7,1
1/24/2016,1,31
12/11/2016,1,nan
9/26/2015,98,1
5/8/2013,17,16
4/11/2005,1,4
10/31/2012,129,4
8/23/2013,21,1
11/15/2016,74,15
3/21/2012,1,0
8/24/2016,266,16
9/26/2012,32,1
10/3/2015,153,10
2/23/2015,87,14
7/30/2011,115,10
8/17/2011,70,3
8/15/2011,31,21
3/13/2017,168,10
8/21/2017,19,20
7/1/2013,28,7
8/18/2017,59,1
6/25/2010,1,4
9/19/2011,127,11
12/28/2013,28,1
8/25/2012,72,3
6/24/2017,1,31
3/7/2017,1,nan
6/10/2014,104,6
8/28/2014,132,25
3/8/2011,68,24
8/25/2017,1,nan
7/2/2013,23,12
3/31/2013,1,0
12/28/2015,73,11
11/6/2016,14,0
2/11/2014,108,22
1/19/2015,100,11
10/9/2014,161,12
7/22/2010,1,17
1/9/2016,72,15
12/29/2012,5,2
11/30/2016,196,9
2/8/2007,1,4
12/24/2015,81,5
10/18/2013,13,19
9/10/2011,63,13
8/12/2013,70,10
1/30/2015,52,17
4/28/2015,302,8
6/30/2013,35,16
12/18/2012,20,17
7/28/2017,67,14
7/25/2015,124,9
4/16/2015,256,4
1/26/2017,100,2
6/17/2012,2,0
12/3/2011,44,21
9/5/2013,50,25
2/24/2011,38,1
11/18/2010,3,23
1/26/2017,42,17
7/22/2016,425,22
1/24/2011,60,5
7/21/2017,75,17
4/23/2016,1,nan
11/12/2011,156,7
5/3/2016,95,10
5/5/2016,52,19
6/11/2012,1,nan
4/20/2011,84,7
11/6/2016,117,16
10/27/2015,153,17
7/13/2014,241,4
10/13/2012,58,8
4/1/2011,127,17
3/29/2011,55,13
3/15/2013,28,10
10/8/2013,148,22
7/2/2016,360,8
4/11/2014,17,24
7/1/2011,122,17
4/12/2010,1,4
11/9/2010,20,8
4/17/2011,37,13
6/21/2016,71,2
3/21/2014,1,nan
5/30/2016,131,25
4/16/2013,51,8
12/1/2015,101,19
12/10/2015,1,nan
10/2/2015,1,nan
2/20/2014,125,4
8/7/2017,77,5
10/7/2013,27,14
11/28/2010,46,25
11/5/2012,69,5
1/12/2012,279,22
12/30/2014,81,15
6/1/2015,41,19
10/13/2011,164,10
12/18/2014,50,10
3/9/2016,1,nan
11/18/2016,163,6
4/13/2011,38,3
2/9/2016,164,12
9/10/2012,96,16
8/20/2013,16,19
7/22/2017,75,16
1/27/2017,1,nan
12/21/2011,62,1
12/12/2016,1,nan
2/6/2012,71,5
1/31/2016,88,5
4/14/2017,92,15
2/18/2016,121,12
9/1/2011,104,19
2/16/2015,20,20
1/3/2017,234,12
1/17/2014,135,4
12/20/2012,18,22
10/30/2016,1,nan
4/11/2013,9,18
11/19/2011,8,0
8/3/2017,167,12
1/15/2011,178,4
10/29/2011,59,21
1/18/2016,140,19
10/26/2015,12,20
3/22/2017,1,nan
11/13/2013,35,17
7/12/2015,50,1
9/3/2016,134,18
5/21/2016,211,22
12/17/2016,1,nan
9/8/2017,40,5
11/2/2014,219,11
4/21/2013,7,3
6/16/2016,30,24
11/13/2016,125,16
6/15/2016,1,nan
3/16/2013,12,7
1/26/2012,57,3
6/22/2012,62,25
7/22/2012,67,11
9/6/2011,80,12
11/13/2010,2,20
6/19/2012,81,4
9/1/2015,308,25
7/12/2005,1,4
3/6/2011,1,31
11/20/2016,68,17
6/1/2016,33,24
12/8/2013,44,7
9/26/2012,32,19
4/11/2017,1,nan
7/3/2015,1,nan
3/3/2016,1,nan
7/27/2013,29,7
2/20/2013,6,15
2/5/2012,20,3
10/12/2011,60,1
2/24/2014,165,8
4/7/2017,133,6
8/26/2015,113,2
7/8/2013,23,10
6/12/2011,292,4
11/22/2014,86,7
5/1/2014,36,10
7/2/2017,35,17
4/29/2017,76,3
4/18/2017,59,1
3/10/2006,1,4
11/7/2005,1,4
12/9/2016,222,7
10/1/2016,242,25
3/24/2017,7,20
1/26/2017,144,5
1/7/2016,1,nan
6/6/2016,195,3
5/29/2017,65,12
9/29/2008,1,4
1/22/2016,428,8
1/20/2016,482,8
2/22/2016,1,nan
10/18/2015,3,31
1/26/2016,444,8
3/28/2014,43,11
10/17/2015,104,18
1/23/2009,1,4
10/24/2014,178,6
6/7/2013,32,22
5/4/2011,153,8
8/30/2014,50,17
3/31/2011,3,0
4/27/2015,117,10
10/2/2012,24,18
10/14/2014,55,20
11/14/2015,13,20
6/1/2013,18,17
10/26/2014,3,31
10/7/2016,172,10
11/2/2011,41,23
3/24/2013,22,16
10/23/2012,67,11
11/9/2012,27,13
1/27/2015,49,17
4/20/2014,30,18
6/9/2017,101,4
3/9/2016,88,2
2/20/2011,110,4
11/29/2016,540,8
3/8/2015,47,1
11/29/2013,33,25
5/25/2017,131,9
9/29/2015,1,nan
12/26/2015,519,8
6/4/2016,1,nan
12/16/2013,94,6
3/12/2013,19,11
2/26/2015,60,10
3/8/2016,120,9
4/19/2014,94,7
1/22/2016,1,nan
7/8/2016,9,0
5/21/2016,365,8
10/25/2014,46,19
11/25/2013,45,25
8/29/2017,1,nan
2/19/2011,36,7
11/2/2016,1,nan
8/13/2015,433,8
1/17/2012,3,0
1/30/2016,136,14
5/5/2012,23,19
3/28/2017,96,3
2/4/2017,1,nan
12/4/2014,311,8
4/22/2011,300,16
1/17/2015,69,15
1/8/2015,1,nan
4/24/2011,83,5
1/11/2016,170,10
2/25/2015,203,4
1/9/2011,100,25
9/13/2014,46,24
2/17/2012,56,5
7/3/2017,446,8
10/6/2016,13,0
3/9/2012,98,22
1/9/2017,34,24
8/27/2016,3,31
11/13/2012,44,14
6/29/2016,1,nan
12/22/2004,1,4
3/1/2017,126,6
12/11/2014,70,2
11/24/2015,1,nan
9/29/2012,1,nan
11/3/2016,480,8
7/3/2012,63,25
10/22/2013,23,15
10/7/2012,32,3
2/24/2016,174,25
12/6/2010,27,13
9/6/2014,620,8
3/20/2016,21,24
9/26/2010,8,15
10/12/2014,196,25
10/31/2013,55,5
5/28/2013,23,5
5/2/2013,4,20
6/27/2011,78,15
12/15/2016,171,3
12/5/2010,67,8
10/16/2011,240,6
11/26/2008,1,4
8/22/2015,246,11
11/20/2013,36,1
9/25/2011,145,10
2/20/2012,28,9
1/31/2017,181,25
10/20/2012,77,22
4/18/2011,125,11
10/9/2015,492,22
10/15/2013,36,24
8/14/2011,97,14
5/24/2015,1,nan
1/22/2013,16,17
10/3/2012,43,19
7/19/2014,1,nan
8/21/2011,172,9
3/10/2013,19,11
8/31/2013,105,8
11/7/2016,8,20
11/22/2016,72,19
4/6/2017,155,10
2/28/2012,1,31
2/19/2012,78,15
1/1/2017,1,31
5/16/2011,93,8
10/19/2015,290,16
8/29/2017,1,nan
6/26/2016,92,18
11/24/2016,233,4
8/19/2012,36,1
9/22/2012,1,nan
6/5/2011,37,20
1/14/2012,49,1
12/13/2015,1,nan
3/24/2011,273,16
5/19/2012,24,7
7/31/2008,1,4
2/11/2012,89,8
4/9/2014,54,3
7/29/2012,64,7
2/15/2014,34,12
10/29/2012,129,22
1/8/2011,99,25
6/4/2012,57,4
11/18/2012,75,11
10/20/2011,166,11
3/24/2012,79,17
6/15/2015,212,6
7/4/2017,134,25
5/23/2014,1,nan
4/29/2011,46,1
3/20/2016,187,3
6/25/2013,6,19
10/28/2014,62,18
7/19/2015,36,19
10/4/2011,149,7
9/3/2015,199,12
12/28/2016,94,16
4/26/2013,24,10
5/22/2013,7,3
4/11/2016,1,nan
3/16/2012,220,16
2/22/2011,156,25
1/8/2017,17,20
8/22/2014,40,17
5/29/2015,104,2
3/14/2013,2,13
7/5/2012,40,14
5/17/2015,145,3
9/22/2016,113,2
11/10/2011,115,19
11/13/2015,136,15
1/24/2016,216,3
12/20/2016,1,nan
11/8/2014,180,16
6/4/2015,15,20
6/21/2013,2,3
1/8/2012,55,21
3/31/2017,9,20
1/11/2014,99,22
1/6/2014,19,15
4/22/2012,1,23
2/17/2017,1,nan
4/28/2013,9,19
10/28/2011,88,20
7/9/2017,14,20
5/11/2016,386,8
2/16/2016,1,31
7/15/2016,146,3
10/10/2013,3,0
8/10/2017,1,nan
12/13/2016,511,8
7/16/2014,24,1
11/27/2015,7,0
7/31/2013,49,15
9/29/2014,1,nan
8/21/2016,238,12
8/23/2016,296,7
1/7/2016,35,20
6/21/2011,40,13
8/31/2015,150,17
1/21/2012,68,24
4/24/2016,13,20
10/31/2015,450,8
12/16/2016,54,17
3/21/2011,61,10
10/1/2015,146,11
6/1/2012,12,12
7/9/2014,217,5
1/22/2017,297,22
5/6/2017,93,3
6/5/2015,35,1
8/7/2016,13,0
11/8/2011,199,6
2/17/2013,12,5
10/13/2014,50,20
1/16/2014,117,22
7/19/2016,127,2
2/13/2017,1,nan
3/15/2016,647,8
4/2/2013,33,4
5/7/2012,19,10
7/13/2011,177,9
5/24/2014,1,0
5/10/2011,54,13
12/11/2010,74,14
4/28/2016,171,7
10/3/2016,66,24
2/8/2014,40,3
11/24/2010,85,22
7/6/2015,116,12
12/24/2016,94,5
12/11/2012,29,18
5/25/2014,40,2
2/11/2015,52,1
1/27/2017,1,nan
4/5/2015,102,7
5/22/2011,115,8
11/8/2013,26,15
6/7/2015,127,12
12/7/2016,18,0
2/15/2013,19,22
4/5/2013,9,1
10/29/2010,15,25
1/3/2015,1,nan
4/18/2012,39,10
2/3/2015,163,6
2/28/2013,17,10
11/26/2010,73,15
8/22/2015,11,0
3/28/2015,43,17
7/25/2008,1,4
9/27/2012,52,9
1/23/2016,12,20
7/31/2016,50,24
3/15/2015,162,22
8/6/2010,1,4
6/10/2011,140,6
11/18/2016,160,5
8/7/2005,1,4
6/26/2014,100,12
12/17/2015,28,20
5/21/2014,38,15
12/12/2013,39,1
5/26/2013,1,nan
2/13/2017,222,7
6/19/2013,1,13
3/7/2017,1,nan
8/2/2014,1,31
1/15/2017,1,nan
11/22/2011,103,13
1/10/2016,1,nan
12/8/2015,100,9
11/25/2010,23,19
3/31/2015,225,16
6/2/2013,29,4
11/8/2010,8,19
4/2/2012,15,9
8/9/2017,159,6
11/22/2013,45,3
6/11/2017,59,1
6/22/2017,59,2
10/20/2010,1,2
9/7/2016,124,17
9/21/2011,9,0
5/17/2011,295,16
12/25/2010,82,25
9/1/2013,28,7
3/21/2016,99,12
2/14/2011,36,19
2/1/2015,153,11
12/15/2015,100,2
6/5/2013,36,4
7/20/2016,192,10
12/14/2011,22,2
10/8/2014,198,6
1/17/2016,208,4
11/9/2015,1,nan
11/15/2011,190,17
12/1/2016,194,3
5/28/2011,43,1
2/1/2011,31,12
5/3/2014,126,22
6/21/2017,97,11
3/29/2015,184,6
8/3/2016,224,16
2/18/2012,70,14
4/23/2013,2,13
7/3/2015,46,18
10/15/2016,164,11
9/11/2016,432,14
3/11/2017,68,1
3/12/2016,136,25
10/23/2016,216,12
1/6/2015,1,nan
2/13/2012,70,17
5/25/2011,103,5
11/20/2008,1,4
7/12/2017,140,9
10/17/2014,100,7
7/16/2016,120,5
6/7/2011,245,22
12/20/2011,48,20
7/17/2017,91,15
6/3/2011,65,3
3/16/2017,159,12
3/19/2012,87,4
3/15/2014,33,19
7/13/2016,9,0
3/28/2013,11,17
5/12/2015,215,22
7/30/2011,53,23
7/27/2017,103,16
5/6/2012,31,6
8/15/2011,137,10
11/13/2014,92,14
4/6/2016,237,4
5/6/2016,157,7
3/13/2012,84,4
6/14/2015,123,3
8/24/2017,1,nan
4/27/2014,42,10
10/5/2013,1,nan
11/6/2013,19,1
8/30/2017,134,9
8/27/2015,322,6
10/31/2015,182,3
10/7/2011,24,2
8/7/2013,88,4
9/26/2011,8,0
2/7/2016,13,24
2/11/2014,23,11
3/2/2013,8,12
10/9/2014,72,19
11/20/2016,1,nan
2/4/2015,176,6
8/7/2014,25,24
8/19/2014,24,20
10/23/2011,97,12
10/15/2010,1,2
4/28/2012,19,12
8/29/2004,1,4
3/4/2012,24,19
3/4/2011,31,23
9/19/2012,38,13
12/18/2012,15,10
8/17/2012,148,6
7/6/2013,19,10
12/3/2011,318,8
7/8/2015,31,19
1/2/2012,33,2
5/9/2011,120,11
1/5/2011,13,20
12/3/2012,22,25
10/17/2013,48,11
4/19/2016,162,25
5/27/2011,237,16
5/23/2015,246,6
8/27/2016,195,10
3/30/2014,46,11
6/6/2012,53,11
8/31/2016,1,nan
1/3/2016,80,5
3/1/2016,161,25
1/1/2011,1,0
2/21/2011,48,19
4/26/2012,41,14
6/3/2015,117,16
4/29/2016,64,18
4/8/2017,66,1
1/8/2015,3,31
1/7/2016,1,nan
7/2/2010,1,1
8/12/2011,58,20
2/8/2016,4,0
5/11/2015,94,15
10/30/2012,81,5
3/26/2016,1,nan
8/27/2017,73,5
11/5/2013,1,31
10/23/2013,199,22
8/8/2014,279,6
8/12/2016,62,1
11/30/2015,121,1
11/30/2013,38,16
6/27/2012,4,24
1/11/2011,3,0
10/2/2016,1,nan
2/25/2011,76,17
8/9/2013,19,2
7/23/2013,55,6
1/27/2012,181,6
4/17/2010,1,4
5/26/2015,292,6
7/28/2011,179,9
10/18/2010,11,5
10/14/2011,70,3
1/17/2011,80,5
6/19/2011,64,18
4/2/2011,182,15
6/14/2011,69,3
5/29/2011,78,9
10/30/2010,13,10
3/6/2013,8,24
11/11/2015,1,nan
7/5/2015,425,8
12/26/2011,277,4
10/23/2015,135,17
1/28/2014,29,25
11/3/2004,1,4
10/19/2013,44,17
7/2/2011,2,0
11/20/2016,55,1
12/26/2016,178,6
9/21/2015,93,18
6/23/2016,38,24
3/9/2017,257,10
11/19/2011,1,31
11/26/2011,1,31
8/3/2017,66,17
1/24/2017,331,4
6/2/2014,55,15
12/16/2016,1,nan
2/19/2016,90,17
3/27/2017,12,0
2/18/2017,58,1
4/4/2015,343,4
3/19/2011,174,22
3/29/2016,55,17
5/12/2017,167,10
1/3/2017,1,nan
12/16/2010,66,7
3/23/2013,34,4
11/13/2016,103,15
9/28/2014,99,10
5/14/2012,31,17
7/16/2016,12,0
7/22/2012,49,16
4/18/2017,25,24
3/8/2013,11,15
8/10/2014,1,31
10/19/2011,309,25
1/9/2012,74,19
4/11/2015,54,14
3/9/2015,231,4
5/13/2016,89,10
3/12/2014,77,22
12/2/2015,98,1
10/10/2011,7,0
2/4/2016,74,17
11/24/2012,122,4
1/2/2015,112,3
10/14/2015,1,nan
9/9/2013,52,16
2/5/2012,37,24
10/24/2016,223,14
7/25/2011,116,15
6/13/2014,44,2
11/8/2012,28,10
2/5/2005,1,4
1/17/2013,14,16
5/9/2017,145,9
