Date, Crime, Crime Type, PD
2016-01-16,3,BATTERY,4
2016-01-21,1,KIDNAPPING,6
2016-01-25,1,BATTERY,12
2016-01-27,1,BATTERY,2
2016-01-22,1,THEFT,16
2016-01-29,1,MOTOR VEHICLE THEFT,9
2016-04-15,1,CRIMINAL TRESPASS,8
2016-01-26,1,THEFT,9
2016-01-29,1,CRIMINAL DAMAGE,11
2016-04-15,5,BATTERY,2
2016-02-01,4,ROBBERY,6
2016-02-01,4,DECEPTIVE PRACTICE,1
2016-04-15,1,CRIMINAL TRESPASS,20
2016-02-01,3,CRIMINAL DAMAGE,17
2016-02-01,3,ASSAULT,2
2016-02-01,1,MOTOR VEHICLE THEFT,11
2016-02-01,2,BURGLARY,18
2016-02-01,3,MOTOR VEHICLE THEFT,8
2016-02-01,11,THEFT,1
2016-02-01,2,MOTOR VEHICLE THEFT,14
2016-02-01,3,BATTERY,24
2016-02-01,1,CRIMINAL TRESPASS,9
2016-02-01,5,ASSAULT,4
2016-02-01,5,MOTOR VEHICLE THEFT,4
2016-02-01,4,ROBBERY,4
2016-02-01,3,CRIMINAL TRESPASS,1
2016-02-01,8,BATTERY,22
2016-04-15,12,THEFT,4
2016-02-01,10,BATTERY,2
2016-02-01,4,BURGLARY,9
2016-02-01,8,BATTERY,4
2016-02-01,3,NARCOTICS,7
2016-02-01,2,CRIMINAL TRESPASS,18
2016-02-01,2,CRIMINAL TRESPASS,12
2016-02-01,2,OTHER OFFENSE,11
2016-02-01,5,CRIMINAL DAMAGE,2
2016-02-01,4,CRIMINAL DAMAGE,11
2016-02-01,1,NARCOTICS,8
2016-02-01,12,NARCOTICS,11
2016-02-01,4,DECEPTIVE PRACTICE,12
2016-02-01,2,NARCOTICS,25
2016-02-01,8,THEFT,9
2016-02-01,2,CRIMINAL DAMAGE,7
2016-02-01,4,NARCOTICS,4
2016-02-01,6,THEFT,10
2016-02-01,3,ROBBERY,10
2016-02-01,2,ASSAULT,18
2016-02-01,6,THEFT,5
2016-02-01,2,ROBBERY,22
2016-02-01,2,NARCOTICS,10
2016-02-01,2,WEAPONS VIOLATION,11
2016-04-15,4,BATTERY,24
2016-02-01,2,ASSAULT,14
2016-02-01,15,THEFT,12
2016-02-01,3,ROBBERY,15
2016-02-01,4,NARCOTICS,15
2016-02-01,2,CRIMINAL TRESPASS,7
2016-02-01,6,BURGLARY,10
2016-02-01,4,CRIMINAL DAMAGE,9
2016-02-01,1,BURGLARY,15
2016-02-01,3,BURGLARY,5
2016-02-01,9,CRIMINAL DAMAGE,3
2016-02-01,1,ROBBERY,7
2016-02-01,7,THEFT,14
2016-02-01,1,PUBLIC PEACE VIOLATION,11
2016-02-01,3,ASSAULT,22
2016-02-01,7,OTHER OFFENSE,8
2016-02-01,2,BURGLARY,1
2016-02-01,1,CRIMINAL TRESPASS,19
2016-02-01,1,WEAPONS VIOLATION,9
2016-02-01,4,DECEPTIVE PRACTICE,16
2016-02-01,2,OTHER OFFENSE,22
2016-02-01,4,OTHER OFFENSE,2
2016-02-01,5,THEFT,2
2016-02-01,1,ROBBERY,19
2016-02-01,1,CRIMINAL TRESPASS,24
2016-04-15,1,GAMBLING,7
2016-02-01,1,PUBLIC PEACE VIOLATION,8
2016-02-01,1,ASSAULT,19
2016-02-01,5,THEFT,22
2016-02-01,2,NARCOTICS,12
2016-02-01,3,CRIMINAL DAMAGE,15
2016-04-15,2,ASSAULT,12
2016-02-01,1,SEX OFFENSE,4
2016-02-01,3,OTHER OFFENSE,4
2016-02-01,4,BATTERY,5
2016-02-01,2,ASSAULT,15
2016-02-01,1,BURGLARY,20
2016-02-01,3,THEFT,4
2016-02-01,1,WEAPONS VIOLATION,2
2016-02-01,5,ROBBERY,11
2016-02-01,3,NARCOTICS,22
2016-02-01,1,CRIMINAL DAMAGE,24
2016-02-01,1,ASSAULT,17
2016-02-01,6,THEFT,24
2016-02-01,2,ROBBERY,16
2016-02-01,1,CRIMINAL TRESPASS,10
2016-04-15,1,OFFENSE INVOLVING CHILDREN,4
2016-04-15,2,ASSAULT,4
2016-02-01,6,THEFT,16
2016-02-01,4,THEFT,11
2016-02-01,1,BURGLARY,25
2016-02-01,4,THEFT,7
2016-02-01,2,CRIMINAL DAMAGE,12
2016-02-01,3,BATTERY,3
2016-02-01,2,ASSAULT,6
2016-02-01,9,DECEPTIVE PRACTICE,18
2016-04-15,2,MOTOR VEHICLE THEFT,2
2016-03-24,7,DECEPTIVE PRACTICE,1
2016-02-01,7,DECEPTIVE PRACTICE,9
2016-02-01,5,CRIMINAL DAMAGE,4
2016-02-01,5,CRIMINAL DAMAGE,6
2016-02-01,1,OTHER OFFENSE,3
2016-02-01,1,CRIMINAL TRESPASS,20
2016-02-01,3,BURGLARY,4
2016-02-01,2,BURGLARY,16
2016-02-01,2,ROBBERY,25
2016-02-01,2,CRIMINAL TRESPASS,6
2016-02-01,5,OTHER OFFENSE,6
2016-02-01,3,CRIMINAL DAMAGE,16
2016-02-01,1,CRIMINAL TRESPASS,17
2016-02-01,8,BURGLARY,3
2016-01-05,1,THEFT,7
2016-02-01,1,PUBLIC PEACE VIOLATION,6
2016-04-15,4,MOTOR VEHICLE THEFT,15
2016-02-01,1,SEX OFFENSE,6
2016-02-01,3,ROBBERY,5
2016-04-15,2,CRIMINAL DAMAGE,24
2016-02-01,3,ROBBERY,12
2016-04-15,2,CRIMINAL DAMAGE,1
2016-02-01,1,NARCOTICS,6
2016-02-01,1,INTERFERENCE WITH PUBLIC OFFICER,11
2016-02-01,4,OTHER OFFENSE,25
2016-02-01,2,BURGLARY,19
2016-02-01,1,NARCOTICS,2
2016-02-01,6,CRIMINAL DAMAGE,14
2016-02-01,1,ROBBERY,24
2016-04-15,2,NARCOTICS,6
2016-02-01,1,BATTERY,18
2016-02-01,3,DECEPTIVE PRACTICE,8
2016-02-01,2,OTHER OFFENSE,9
2016-04-15,4,BATTERY,25
2016-02-01,1,CRIMINAL TRESPASS,22
2016-02-01,1,NARCOTICS,16
2016-02-01,1,CRIMINAL TRESPASS,11
2016-02-01,2,WEAPONS VIOLATION,14
2016-04-15,2,GAMBLING,15
2016-04-15,4,BATTERY,6
2016-02-01,1,NARCOTICS,18
2016-04-15,5,BATTERY,8
2016-02-01,4,OTHER OFFENSE,5
2016-02-01,1,WEAPONS VIOLATION,6
2016-02-01,1,NARCOTICS,17
2016-02-01,2,CRIMINAL TRESPASS,8
2016-02-01,1,NARCOTICS,24
2016-02-01,1,OTHER OFFENSE,10
2016-04-15,2,MOTOR VEHICLE THEFT,8
2016-02-01,1,ASSAULT,25
2016-02-01,2,MOTOR VEHICLE THEFT,10
2016-04-15,1,DECEPTIVE PRACTICE,11
2016-02-01,3,OTHER OFFENSE,16
2016-04-15,2,CRIMINAL TRESPASS,6
2016-04-15,1,BURGLARY,8
2016-02-01,1,MOTOR VEHICLE THEFT,24
2016-02-01,3,DECEPTIVE PRACTICE,20
2016-02-01,3,DECEPTIVE PRACTICE,19
2016-02-01,1,BATTERY,14
2016-02-01,1,PUBLIC PEACE VIOLATION,5
2016-02-01,1,MOTOR VEHICLE THEFT,19
2016-04-15,5,CRIMINAL DAMAGE,15
2016-02-01,1,KIDNAPPING,6
2016-02-01,3,OTHER OFFENSE,14
2016-02-01,5,DECEPTIVE PRACTICE,25
2016-02-01,1,OFFENSE INVOLVING CHILDREN,6
2016-02-01,1,CRIMINAL DAMAGE,19
2016-02-01,1,BATTERY,17
2016-02-01,2,OFFENSE INVOLVING CHILDREN,7
2016-04-15,5,CRIMINAL DAMAGE,11
2016-04-15,2,BURGLARY,14
2016-04-15,1,NARCOTICS,18
2016-04-15,1,NARCOTICS,9
2016-04-15,4,BATTERY,9
2016-04-15,2,ROBBERY,8
2016-04-15,2,BATTERY,17
2016-04-15,2,THEFT,3
2016-04-15,1,ROBBERY,11
2016-04-15,3,BURGLARY,12
2016-04-15,2,NARCOTICS,4
2016-04-15,1,LIQUOR LAW VIOLATION,4
2016-04-15,1,MOTOR VEHICLE THEFT,17
2016-04-15,1,INTERFERENCE WITH PUBLIC OFFICER,7
2016-04-15,1,THEFT,25
2015-01-01,4,OFFENSE INVOLVING CHILDREN,9
2016-04-15,2,ROBBERY,18
2016-04-15,3,NARCOTICS,2
2016-04-15,1,WEAPONS VIOLATION,10
2016-04-15,3,CRIMINAL DAMAGE,2
2016-04-15,1,CRIMINAL TRESPASS,10
2016-04-15,1,OTHER OFFENSE,10
2016-04-15,1,CRIMINAL TRESPASS,11
2016-04-15,1,ASSAULT,24
2016-04-15,1,ASSAULT,9
2016-04-15,1,CRIMINAL TRESPASS,25
2016-04-15,3,BATTERY,5
2016-04-15,1,PUBLIC PEACE VIOLATION,4
2016-01-01,1,DECEPTIVE PRACTICE,6
2016-01-07,1,THEFT,24
2016-01-23,1,DECEPTIVE PRACTICE,12
2016-01-10,1,OFFENSE INVOLVING CHILDREN,25
2015-06-18,1,DECEPTIVE PRACTICE,5
2015-11-15,2,OTHER OFFENSE,25
2015-12-17,1,THEFT,25
2016-04-15,1,ROBBERY,16
2016-04-15,1,BURGLARY,22
2016-04-15,3,OTHER OFFENSE,22
2016-04-15,3,BURGLARY,6
2016-01-28,1,THEFT,3
2016-01-25,1,CRIMINAL DAMAGE,18
2016-01-29,1,OFFENSE INVOLVING CHILDREN,12
2016-02-01,1,HOMICIDE,22
2015-04-18,1,ARSON,25
2015-08-15,1,ARSON,9
2015-11-01,1,OTHER OFFENSE,24
2015-11-20,1,ASSAULT,2
2015-11-11,1,DECEPTIVE PRACTICE,9
2016-04-15,2,BATTERY,1
2016-04-15,1,INTERFERENCE WITH PUBLIC OFFICER,15
2016-04-15,2,NARCOTICS,8
2016-01-07,1,OTHER OFFENSE,4
2015-02-11,3,NARCOTICS,7
2016-02-02,2,OTHER OFFENSE,9
2016-02-02,3,CRIMINAL DAMAGE,3
2016-02-02,3,CRIMINAL TRESPASS,18
2016-02-02,1,MOTOR VEHICLE THEFT,15
2016-02-02,7,DECEPTIVE PRACTICE,18
2016-02-02,1,NARCOTICS,10
2016-02-02,1,PUBLIC PEACE VIOLATION,4
2016-02-02,1,WEAPONS VIOLATION,25
2016-02-02,4,DECEPTIVE PRACTICE,12
2016-02-02,3,BATTERY,2
2016-02-02,6,CRIMINAL DAMAGE,7
2016-02-02,6,BATTERY,11
2016-02-02,5,BATTERY,22
2016-02-02,3,ASSAULT,4
2016-02-02,1,NARCOTICS,2
2016-02-02,3,BATTERY,18
2016-02-02,1,ARSON,15
2016-02-02,7,BATTERY,5
2016-02-02,8,BATTERY,25
2016-02-02,3,BURGLARY,14
2016-02-02,4,CRIMINAL DAMAGE,4
2016-02-02,1,ROBBERY,1
2016-04-15,2,CRIMINAL DAMAGE,25
2015-11-08,1,MOTOR VEHICLE THEFT,19
2015-11-16,1,THEFT,24
2015-11-26,1,BATTERY,8
2015-12-01,1,ROBBERY,24
2015-12-06,1,OFFENSE INVOLVING CHILDREN,12
2015-12-20,1,SEX OFFENSE,16
2015-12-19,1,BURGLARY,18
2015-12-07,1,OTHER OFFENSE,24
2015-12-24,2,BURGLARY,24
2016-04-15,2,OTHER OFFENSE,4
2015-12-27,1,BATTERY,24
2016-01-01,2,BATTERY,11
2016-01-05,1,ROBBERY,15
2016-01-06,1,ARSON,10
2016-01-10,1,WEAPONS VIOLATION,15
2016-01-11,1,WEAPONS VIOLATION,12
2016-01-12,1,CRIMINAL TRESPASS,18
2016-01-20,1,ROBBERY,12
2016-01-14,1,THEFT,24
2016-01-23,1,WEAPONS VIOLATION,5
2016-01-25,2,BATTERY,24
2016-01-25,1,ASSAULT,17
2016-01-26,1,SEX OFFENSE,24
2016-01-27,1,BATTERY,9
2016-01-28,1,OFFENSE INVOLVING CHILDREN,25
2016-04-15,1,ASSAULT,3
2016-01-31,1,BURGLARY,22
2016-01-26,1,THEFT,15
2013-10-23,1,BURGLARY,18
2016-01-28,2,BATTERY,4
2016-02-02,3,THEFT,5
2016-02-02,3,OTHER OFFENSE,8
2016-02-02,2,CRIMINAL DAMAGE,14
2016-02-02,9,BATTERY,17
2016-02-02,5,NARCOTICS,6
2016-02-02,2,NARCOTICS,16
2016-02-02,3,BATTERY,14
2016-02-02,1,ARSON,7
2016-02-02,4,CRIMINAL DAMAGE,9
2016-02-02,7,NARCOTICS,11
2016-02-02,7,ASSAULT,8
2016-02-02,4,MOTOR VEHICLE THEFT,8
2016-02-02,5,THEFT,14
2016-02-02,8,THEFT,4
2016-02-02,2,NARCOTICS,12
2016-02-02,2,CRIMINAL DAMAGE,18
2016-02-02,2,CRIMINAL DAMAGE,11
2016-02-02,6,CRIMINAL DAMAGE,8
2016-02-02,1,BURGLARY,22
2016-02-02,6,THEFT,16
2016-02-02,3,MOTOR VEHICLE THEFT,25
2016-02-02,5,CRIMINAL DAMAGE,25
2016-02-02,3,BATTERY,1
2016-02-02,6,BATTERY,4
2016-02-02,6,OTHER OFFENSE,4
2016-02-02,3,ASSAULT,16
2016-02-02,1,BATTERY,16
2016-02-02,1,ROBBERY,3
2016-02-02,2,OTHER OFFENSE,15
2016-02-02,2,NARCOTICS,20
2016-02-02,1,NARCOTICS,9
2016-02-02,2,OTHER OFFENSE,5
2016-02-02,3,CRIMINAL TRESPASS,1
2016-02-02,3,CRIMINAL DAMAGE,12
2016-02-02,1,BATTERY,24
2016-02-02,2,CRIMINAL DAMAGE,22
2016-02-02,2,MOTOR VEHICLE THEFT,11
2016-02-02,8,BATTERY,10
2016-02-02,1,CRIMINAL TRESPASS,11
2016-02-02,5,THEFT,11
2016-02-02,1,MOTOR VEHICLE THEFT,24
2016-02-02,8,BATTERY,8
2016-02-02,5,CRIMINAL DAMAGE,19
2016-02-02,3,ASSAULT,5
2016-02-02,1,NARCOTICS,25
2016-02-02,7,BATTERY,3
2016-02-02,1,PUBLIC PEACE VIOLATION,11
2016-02-02,1,ROBBERY,7
2016-02-02,11,THEFT,8
2016-02-02,1,NON - CRIMINAL,3
2016-02-02,2,OTHER OFFENSE,7
2016-02-02,17,THEFT,1
2016-02-02,3,THEFT,7
2016-02-02,4,THEFT,17
2016-02-02,11,THEFT,25
2016-02-02,6,DECEPTIVE PRACTICE,1
2016-02-02,3,BATTERY,12
2016-02-02,1,CRIMINAL TRESPASS,9
2016-02-02,1,CRIMINAL TRESPASS,14
2016-02-02,2,BURGLARY,9
2016-02-02,4,OTHER OFFENSE,3
2016-02-02,2,ASSAULT,3
2016-02-02,1,ASSAULT,6
2016-02-02,8,THEFT,6
2016-02-02,3,CRIMINAL DAMAGE,10
2016-04-15,2,ASSAULT,6
2016-02-02,6,NARCOTICS,15
2016-02-02,6,BATTERY,15
2016-02-02,1,OFFENSE INVOLVING CHILDREN,7
2016-02-02,1,ASSAULT,15
2016-02-02,1,NARCOTICS,24
2016-02-02,7,BATTERY,7
2016-02-02,3,DECEPTIVE PRACTICE,7
2016-02-02,4,BATTERY,6
2016-02-02,1,ASSAULT,12
2016-04-15,1,WEAPONS VIOLATION,4
2016-02-02,6,THEFT,24
2016-02-02,1,CRIMINAL TRESPASS,24
2016-04-15,1,OTHER OFFENSE,19
2016-02-02,2,ASSAULT,9
2016-02-02,1,ASSAULT,22
2016-02-02,10,THEFT,9
2016-04-15,1,ROBBERY,3
2016-02-02,1,CRIMINAL TRESPASS,8
2016-02-02,2,BURGLARY,15
2016-02-02,7,DECEPTIVE PRACTICE,8
2016-02-02,6,BURGLARY,8
2016-02-02,3,THEFT,10
2016-02-02,1,ROBBERY,19
2016-02-02,1,ASSAULT,2
2016-02-02,1,MOTOR VEHICLE THEFT,10
2016-02-02,1,OTHER OFFENSE,25
2016-02-02,1,SEX OFFENSE,17
2016-02-02,4,MOTOR VEHICLE THEFT,7
2016-02-02,1,PUBLIC PEACE VIOLATION,7
2016-04-15,1,MOTOR VEHICLE THEFT,6
2016-02-02,7,THEFT,18
2016-02-02,3,CRIMINAL DAMAGE,2
2016-02-02,2,ROBBERY,18
2016-02-02,2,ASSAULT,25
2016-02-02,2,ROBBERY,25
2016-02-02,1,CRIMINAL TRESPASS,10
2016-02-02,1,OFFENSE INVOLVING CHILDREN,18
2016-02-02,2,SEX OFFENSE,12
2016-02-02,2,THEFT,19
2016-02-02,1,BURGLARY,24
2016-02-02,1,ASSAULT,24
2016-02-02,1,WEAPONS VIOLATION,22
2016-02-02,1,OFFENSE INVOLVING CHILDREN,3
2016-02-02,2,BATTERY,19
2016-02-02,1,INTERFERENCE WITH PUBLIC OFFICER,7
2016-02-02,2,ROBBERY,16
2016-02-02,3,SEX OFFENSE,10
2016-02-02,3,BURGLARY,16
2016-02-02,2,ASSAULT,18
2016-02-02,2,ROBBERY,8
2016-02-02,2,MOTOR VEHICLE THEFT,22
2016-02-02,2,MOTOR VEHICLE THEFT,5
2016-02-02,4,PROSTITUTION,11
2016-02-02,1,OFFENSE INVOLVING CHILDREN,4
2016-02-02,1,ASSAULT,11
2016-02-02,1,WEAPONS VIOLATION,11
2016-02-02,2,MOTOR VEHICLE THEFT,17
2016-04-15,1,MOTOR VEHICLE THEFT,14
2016-04-15,1,ASSAULT,14
2016-04-15,2,BATTERY,18
2016-04-15,6,MOTOR VEHICLE THEFT,25
2016-04-15,5,THEFT,20
2016-04-15,1,ROBBERY,15
2016-04-15,1,ROBBERY,19
2016-04-15,1,BURGLARY,5
2016-04-15,1,ROBBERY,1
2016-04-15,2,ASSAULT,16
2016-04-15,3,MOTOR VEHICLE THEFT,11
2016-04-15,1,NARCOTICS,7
2016-04-15,1,DECEPTIVE PRACTICE,12
2016-04-15,3,BURGLARY,10
2016-04-15,2,MOTOR VEHICLE THEFT,18
2016-04-15,1,OTHER OFFENSE,24
2016-04-15,3,CRIMINAL DAMAGE,18
2016-04-15,3,DECEPTIVE PRACTICE,20
2016-04-15,2,MOTOR VEHICLE THEFT,3
2016-04-15,1,MOTOR VEHICLE THEFT,22
2016-04-15,1,THEFT,22
2016-04-15,1,ROBBERY,2
2016-04-15,1,OFFENSE INVOLVING CHILDREN,8
2016-04-15,2,THEFT,24
2016-04-15,4,DECEPTIVE PRACTICE,18
2016-04-15,2,OTHER OFFENSE,2
2016-04-15,4,DECEPTIVE PRACTICE,25
2016-04-15,1,BURGLARY,2
2016-04-15,1,WEAPONS VIOLATION,25
2016-04-15,1,CRIM SEXUAL ASSAULT,3
2016-04-15,1,ASSAULT,15
2016-04-15,1,OTHER OFFENSE,8
2016-04-15,2,DECEPTIVE PRACTICE,9
2013-01-01,1,OTHER OFFENSE,19
2016-01-26,1,CRIM SEXUAL ASSAULT,11
2015-04-30,1,MOTOR VEHICLE THEFT,4
2015-10-08,1,OTHER OFFENSE,22
2015-01-21,1,BURGLARY,22
2016-04-15,3,DECEPTIVE PRACTICE,14
2015-12-18,2,THEFT,12
2016-04-15,4,CRIMINAL DAMAGE,3
2016-01-07,2,DECEPTIVE PRACTICE,6
2016-04-15,3,BURGLARY,4
2015-03-21,1,DECEPTIVE PRACTICE,8
2015-09-15,1,THEFT,19
2016-01-06,1,DECEPTIVE PRACTICE,4
2016-01-08,1,CRIMINAL DAMAGE,16
2016-04-15,2,MOTOR VEHICLE THEFT,24
2016-01-05,1,BATTERY,8
2016-01-03,1,CRIMINAL DAMAGE,11
2015-08-01,2,DECEPTIVE PRACTICE,2
2015-09-15,1,MOTOR VEHICLE THEFT,19
2015-07-22,1,DECEPTIVE PRACTICE,15
2016-01-08,1,BATTERY,19
2015-06-15,1,OTHER OFFENSE,22
2015-06-06,1,DECEPTIVE PRACTICE,11
2015-12-26,3,THEFT,7
2015-01-30,1,DECEPTIVE PRACTICE,8
2016-04-15,1,ASSAULT,2
2014-01-01,1,CRIM SEXUAL ASSAULT,8
2016-01-25,1,BATTERY,1
2015-09-18,2,DECEPTIVE PRACTICE,24
2015-12-25,1,OTHER OFFENSE,2
2015-09-20,1,THEFT,9
2016-04-15,1,CRIMINAL TRESPASS,7
2016-02-02,1,HOMICIDE,4
2016-04-15,2,MOTOR VEHICLE THEFT,7
2016-02-01,3,BURGLARY,24
2014-10-01,1,NARCOTICS,4
2016-02-13,3,OTHER OFFENSE,11
2016-02-13,11,THEFT,25
2016-02-13,5,OTHER OFFENSE,4
2016-02-13,5,THEFT,20
2016-02-13,15,THEFT,12
2016-02-13,1,ROBBERY,5
2016-02-13,1,ROBBERY,3
2016-02-13,3,MOTOR VEHICLE THEFT,11
2015-11-03,2,THEFT,18
2015-02-22,1,DECEPTIVE PRACTICE,6
2015-04-14,1,PUBLIC PEACE VIOLATION,10
2015-09-11,1,BATTERY,6
2015-10-02,1,ROBBERY,16
2015-10-04,1,WEAPONS VIOLATION,6
2015-10-11,1,BATTERY,3
2015-11-15,1,BATTERY,12
2015-11-18,1,WEAPONS VIOLATION,15
2015-11-24,1,ROBBERY,25
2015-11-28,1,BURGLARY,16
2015-12-05,1,ROBBERY,14
2015-12-07,1,WEAPONS VIOLATION,15
2015-12-13,1,CRIMINAL DAMAGE,18
2015-12-15,1,CRIM SEXUAL ASSAULT,2
2015-11-25,2,THEFT,16
2015-12-19,1,BATTERY,9
2015-12-23,1,BATTERY,20
2015-12-23,1,CRIMINAL TRESPASS,2
2015-12-10,1,BURGLARY,16
2016-01-01,1,DECEPTIVE PRACTICE,16
2016-01-02,1,PUBLIC PEACE VIOLATION,11
2015-12-27,1,BURGLARY,16
2016-01-13,1,BURGLARY,16
2016-01-14,1,MOTOR VEHICLE THEFT,20
2016-01-16,1,MOTOR VEHICLE THEFT,3
2016-01-20,1,BATTERY,7
2016-01-20,1,MOTOR VEHICLE THEFT,10
2016-01-14,1,OFFENSE INVOLVING CHILDREN,11
2016-01-25,1,ROBBERY,2
2016-01-23,1,OTHER OFFENSE,25
2016-01-26,1,BATTERY,3
2016-01-27,1,BATTERY,8
2016-01-27,1,OTHER OFFENSE,8
2016-01-23,1,THEFT,11
2016-01-24,2,BATTERY,6
2016-01-28,1,BATTERY,20
2016-01-29,1,ROBBERY,5
2016-01-29,1,ROBBERY,16
2016-01-31,2,OTHER OFFENSE,6
2016-01-31,1,KIDNAPPING,16
2016-01-29,1,BATTERY,14
2016-02-01,2,BURGLARY,7
2016-01-29,1,CRIMINAL DAMAGE,22
2016-01-31,1,ROBBERY,22
2016-01-27,1,BATTERY,12
2016-02-01,1,ASSAULT,10
2016-04-15,1,SEX OFFENSE,9
2016-01-25,1,THEFT,7
2016-03-20,1,OFFENSE INVOLVING CHILDREN,22
2016-01-11,1,THEFT,6
2016-01-30,3,ROBBERY,25
2016-02-01,1,ROBBERY,9
2016-02-02,1,BATTERY,20
2016-02-02,2,CRIMINAL DAMAGE,15
2016-02-02,2,ROBBERY,9
2016-02-02,1,ASSAULT,10
2016-02-02,1,INTERFERENCE WITH PUBLIC OFFICER,11
2016-01-31,1,BURGLARY,4
2016-02-02,7,BURGLARY,4
2016-02-02,1,MOTOR VEHICLE THEFT,14
2016-02-02,1,PUBLIC PEACE VIOLATION,14
2016-02-02,1,NARCOTICS,4
2016-02-02,4,DECEPTIVE PRACTICE,25
2016-01-28,1,OTHER OFFENSE,5
2016-02-02,1,INTERFERENCE WITH PUBLIC OFFICER,25
2016-01-20,1,BATTERY,4
2016-02-02,1,ROBBERY,12
2016-02-02,3,CRIMINAL DAMAGE,6
2016-02-02,1,BURGLARY,7
2016-02-02,2,OTHER OFFENSE,12
2016-02-02,2,ROBBERY,11
2016-02-02,1,MOTOR VEHICLE THEFT,18
2016-02-02,2,BURGLARY,3
2016-02-02,2,BURGLARY,5
2016-01-25,1,DECEPTIVE PRACTICE,5
2016-02-02,1,THEFT,22
2016-01-28,1,THEFT,22
2016-02-02,6,THEFT,12
2016-02-02,3,THEFT,2
2016-02-02,2,BURGLARY,6
2016-02-01,1,PUBLIC PEACE VIOLATION,22
2016-02-01,4,OTHER OFFENSE,1
2016-01-22,1,THEFT,1
2016-01-29,3,DECEPTIVE PRACTICE,16
2016-01-29,1,ASSAULT,3
2016-01-29,2,THEFT,6
2016-02-02,4,DECEPTIVE PRACTICE,19
2016-02-02,2,BURGLARY,18
2016-02-02,2,MOTOR VEHICLE THEFT,4
2016-02-02,1,MOTOR VEHICLE THEFT,6
2016-02-02,2,CRIMINAL DAMAGE,17
2016-02-01,1,DECEPTIVE PRACTICE,10
2016-02-02,3,CRIMINAL DAMAGE,1
2016-02-02,3,DECEPTIVE PRACTICE,14
2016-02-02,2,BURGLARY,2
2016-01-29,1,OTHER OFFENSE,2
2016-01-30,3,THEFT,2
2016-01-20,1,THEFT,12
2016-01-31,1,OTHER OFFENSE,17
2016-02-02,1,BATTERY,9
2016-01-31,3,BURGLARY,6
2016-01-12,1,DECEPTIVE PRACTICE,24
2016-01-25,1,THEFT,9
2016-01-30,5,THEFT,1
2016-01-18,1,OTHER OFFENSE,7
2016-02-02,1,ROBBERY,2
2016-01-29,1,BATTERY,15
2016-02-02,1,OTHER OFFENSE,11
2016-01-23,1,LIQUOR LAW VIOLATION,15
2016-01-26,3,DECEPTIVE PRACTICE,8
2016-01-14,2,DECEPTIVE PRACTICE,4
2016-01-26,2,THEFT,18
2016-01-25,3,DECEPTIVE PRACTICE,4
2016-01-13,1,DECEPTIVE PRACTICE,14
2016-02-02,1,OTHER OFFENSE,17
2016-01-28,1,MOTOR VEHICLE THEFT,3
2016-02-02,1,ASSAULT,19
2016-01-20,1,THEFT,16
2016-01-23,3,THEFT,18
2016-01-30,1,CRIMINAL TRESPASS,16
2016-01-17,1,THEFT,18
2016-01-28,1,LIQUOR LAW VIOLATION,11
2016-01-30,2,OTHER OFFENSE,4
2016-01-31,1,OTHER OFFENSE,11
2016-01-27,2,THEFT,14
2016-02-01,1,OFFENSE INVOLVING CHILDREN,14
2016-01-19,1,THEFT,22
2016-02-02,2,OTHER OFFENSE,2
2016-01-16,5,DECEPTIVE PRACTICE,8
2016-01-27,3,DECEPTIVE PRACTICE,19
2016-01-23,1,THEFT,20
2016-01-14,1,DECEPTIVE PRACTICE,20
2016-01-30,1,BATTERY,15
2016-02-01,5,DECEPTIVE PRACTICE,6
2016-02-01,1,OFFENSE INVOLVING CHILDREN,24
2016-02-02,3,DECEPTIVE PRACTICE,16
2016-01-25,1,THEFT,4
2016-02-02,2,BURGLARY,19
2016-01-30,1,ASSAULT,14
2016-01-31,2,DECEPTIVE PRACTICE,10
2016-01-28,1,THEFT,15
2016-02-01,1,OTHER OFFENSE,15
2016-01-26,1,ASSAULT,5
2016-01-31,1,CRIMINAL TRESPASS,24
2016-01-24,1,ROBBERY,5
2016-01-29,6,DECEPTIVE PRACTICE,19
2016-01-27,2,DECEPTIVE PRACTICE,8
2016-01-18,2,DECEPTIVE PRACTICE,6
2016-01-30,1,CRIMINAL TRESPASS,24
2016-01-26,1,SEX OFFENSE,3
2016-01-26,1,DECEPTIVE PRACTICE,11
2016-02-02,1,CRIMINAL DAMAGE,20
2016-01-18,2,DECEPTIVE PRACTICE,11
2016-01-29,7,THEFT,12
2016-01-28,3,DECEPTIVE PRACTICE,4
2016-02-02,1,CRIMINAL DAMAGE,16
2016-01-29,1,THEFT,14
2016-02-02,2,DECEPTIVE PRACTICE,24
2016-01-21,1,THEFT,24
2016-01-29,1,OTHER OFFENSE,12
2016-01-25,1,MOTOR VEHICLE THEFT,24
2016-02-01,1,DECEPTIVE PRACTICE,2
2016-02-02,1,ROBBERY,5
2016-01-27,1,DECEPTIVE PRACTICE,11
2016-01-20,2,DECEPTIVE PRACTICE,6
2016-01-13,1,DECEPTIVE PRACTICE,16
2016-01-15,1,THEFT,19
2016-01-29,1,ASSAULT,15
2016-02-02,2,DECEPTIVE PRACTICE,22
2016-01-28,1,THEFT,7
2016-01-19,1,DECEPTIVE PRACTICE,18
2016-02-01,2,DECEPTIVE PRACTICE,24
2016-01-29,2,THEFT,1
